고객ID,성별,결제수단,거주지,회원등급,만족도,최근접속시간(시),선호제품군_적정온도,나이,구매수량,총결제금액
CUST_0361,기타,간편결제,대구,Bronze,2,9,19.9,58,25,108527
CUST_0362,여성,간편결제,경기,VVIP,1,12,22.9,55,44,860181
CUST_0363,기타,신용카드,대구,Bronze,1,9,20.6,52,5,748452
CUST_0364,기타,계좌이체,대구,Silver,4,6,15.1,64,7,352654
CUST_0365,남성,신용카드,서울,VIP,3,12,26.0,28,7,596473
CUST_0366,여성,간편결제,경기,Bronze,4,4,19.2,32,22,837558
CUST_0367,여성,신용카드,경기,VIP,1,14,19.9,46,20,80682
CUST_0368,기타,신용카드,부산,Bronze,3,0,15.3,53,11,241024
CUST_0369,남성,신용카드,광주,Silver,4,3,17.8,51,33,431433
CUST_0370,여성,간편결제,대구,VIP,3,7,15.6,56,28,310612
CUST_0371,기타,계좌이체,대구,Silver,1,22,19.1,63,10,694049
CUST_0372,여성,계좌이체,서울,VVIP,5,6,28.6,22,42,768793
CUST_0373,기타,휴대폰결제,경기,VIP,1,21,13.1,45,49,532738
CUST_0374,기타,계좌이체,서울,Silver,3,10,11.9,23,45,512672
CUST_0375,여성,휴대폰결제,광주,Silver,2,15,27.4,43,16,534144
CUST_0376,여성,신용카드,부산,VIP,1,10,19.0,22,8,892173
CUST_0377,기타,간편결제,서울,Bronze,5,23,16.7,55,2,624005
CUST_0378,기타,계좌이체,경기,VIP,3,1,25.2,43,50,379120
CUST_0379,남성,간편결제,서울,Bronze,3,21,17.0,45,13,202309
CUST_0380,여성,신용카드,광주,Silver,2,6,29.1,47,13,516370
CUST_0381,남성,간편결제,경기,Bronze,4,2,23.4,32,15,579525
CUST_0382,기타,신용카드,서울,Bronze,4,8,17.6,25,19,802466
CUST_0383,여성,간편결제,광주,VVIP,1,16,30.8,40,28,345814
CUST_0384,여성,휴대폰결제,광주,Gold,5,19,17.0,49,47,877032
CUST_0385,기타,휴대폰결제,대구,Gold,4,12,23.7,42,23,112282
CUST_0386,여성,간편결제,부산,VIP,5,9,21.5,68,16,665507
CUST_0387,남성,신용카드,서울,VVIP,5,12,26.5,36,33,309215
CUST_0388,여성,신용카드,부산,Gold,3,17,27.8,70,23,950892
CUST_0389,남성,계좌이체,경기,VIP,5,12,20.2,52,10,342279
CUST_0390,여성,휴대폰결제,경기,Bronze,2,16,16.2,46,23,759239
CUST_0391,여성,계좌이체,광주,Gold,2,0,22.3,19,2,198815
CUST_0392,여성,신용카드,서울,VVIP,1,22,16.6,35,23,193167
CUST_0393,여성,간편결제,광주,Silver,5,4,30.1,20,40,212408
CUST_0394,기타,신용카드,경기,VIP,1,8,20.7,40,44,707356
CUST_0395,기타,간편결제,부산,Silver,5,0,18.2,25,7,848832
CUST_0396,여성,계좌이체,경기,Bronze,4,22,20.9,41,50,107368
CUST_0397,여성,신용카드,경기,VVIP,2,13,13.3,65,3,533663
CUST_0398,여성,간편결제,경기,Silver,3,3,15.1,43,2,962384
CUST_0399,남성,신용카드,대구,VIP,5,1,26.0,36,44,731757
CUST_0400,여성,계좌이체,대구,Silver,2,1,16.7,69,27,988978
CUST_0401,기타,계좌이체,대구,Bronze,1,23,14.8,58,37,85139
CUST_0402,남성,계좌이체,대구,Silver,1,17,22.7,25,26,123815
CUST_0403,남성,휴대폰결제,경기,VVIP,4,22,25.9,28,17,278101
CUST_0404,여성,휴대폰결제,경기,VVIP,2,19,23.6,26,50,376892
CUST_0405,여성,신용카드,경기,VVIP,1,14,25.0,50,39,463673
CUST_0406,여성,신용카드,광주,Silver,3,8,16.2,36,35,216583
CUST_0407,남성,신용카드,광주,VVIP,4,1,12.9,60,9,739321
CUST_0408,여성,휴대폰결제,서울,VIP,2,20,27.5,55,13,504619
CUST_0409,남성,간편결제,대구,VIP,4,13,18.4,56,41,245196
CUST_0410,기타,계좌이체,부산,VIP,5,9,18.7,50,18,189899
CUST_0411,여성,간편결제,부산,Bronze,5,23,26.6,45,49,938371
CUST_0412,여성,휴대폰결제,광주,Silver,5,15,22.8,58,10,322646
CUST_0413,기타,간편결제,서울,Silver,5,7,22.3,56,17,324290
CUST_0414,남성,계좌이체,부산,VIP,4,22,30.8,55,5,19098
CUST_0415,여성,신용카드,부산,VVIP,5,11,16.8,57,37,505039
CUST_0416,여성,계좌이체,광주,VVIP,2,2,24.6,50,33,455885
CUST_0417,기타,신용카드,대구,VIP,5,8,20.3,59,30,270468
CUST_0418,남성,계좌이체,경기,VVIP,4,19,21.3,54,4,931084
CUST_0419,남성,계좌이체,대구,Bronze,5,23,27.6,66,27,429487
CUST_0420,여성,간편결제,대구,Silver,4,19,22.5,70,3,986683
CUST_0421,남성,간편결제,부산,VVIP,4,23,22.7,65,6,962403
CUST_0422,기타,휴대폰결제,광주,Silver,4,17,25.4,31,1,361009
CUST_0423,기타,계좌이체,경기,Bronze,3,9,18.2,67,43,558124
CUST_0424,여성,신용카드,대구,Silver,5,23,15.8,25,29,375265
CUST_0425,여성,계좌이체,부산,VVIP,5,1,14.8,64,9,709771
CUST_0426,여성,간편결제,대구,VVIP,4,3,10.2,32,28,958127
CUST_0427,남성,간편결제,부산,Bronze,5,12,30.3,48,22,378520
CUST_0428,기타,휴대폰결제,경기,Bronze,4,5,14.5,66,39,80426
CUST_0429,기타,휴대폰결제,광주,Bronze,2,21,18.9,67,23,635650
CUST_0430,여성,계좌이체,부산,Bronze,1,7,18.6,45,13,992428
CUST_0431,기타,신용카드,광주,VVIP,5,15,21.5,22,30,811096
CUST_0432,남성,휴대폰결제,서울,Silver,1,7,24.1,44,2,49513
CUST_0433,기타,계좌이체,서울,VVIP,5,2,24.3,37,9,153907
CUST_0434,남성,간편결제,부산,VIP,4,1,17.1,50,1,552784
CUST_0435,여성,계좌이체,광주,Bronze,2,13,19.2,21,15,626506
CUST_0436,여성,간편결제,부산,Silver,5,4,21.4,25,3,300858
CUST_0437,남성,간편결제,경기,Silver,1,19,18.8,36,1,370632
CUST_0438,기타,신용카드,부산,VVIP,2,12,28.0,21,50,437582
CUST_0439,여성,계좌이체,대구,Gold,1,11,22.5,21,2,765332
CUST_0440,여성,간편결제,서울,VIP,1,5,23.7,67,32,733603
CUST_0441,여성,휴대폰결제,서울,Silver,5,15,23.3,36,40,634387
CUST_0442,남성,계좌이체,경기,Bronze,1,6,25.9,26,44,681476
CUST_0443,남성,계좌이체,경기,VVIP,4,17,20.9,63,49,989774
CUST_0444,여성,휴대폰결제,광주,Silver,2,23,13.5,62,23,573192
CUST_0445,여성,간편결제,광주,Silver,1,11,22.0,31,27,588412
CUST_0446,기타,휴대폰결제,서울,VVIP,1,3,16.7,24,7,270864
CUST_0447,여성,계좌이체,부산,Gold,5,11,17.4,21,24,563216
CUST_0448,기타,신용카드,경기,VVIP,3,10,22.9,67,31,102109
CUST_0449,기타,휴대폰결제,대구,Bronze,3,5,26.2,44,18,870698
CUST_0450,남성,휴대폰결제,서울,Bronze,5,1,20.1,25,28,56171
CUST_0451,기타,신용카드,대구,VVIP,1,13,21.5,69,43,172194
CUST_0452,여성,신용카드,부산,VIP,2,3,28.5,28,5,272245
CUST_0453,기타,신용카드,부산,Bronze,3,11,21.2,23,1,423307
CUST_0454,여성,휴대폰결제,대구,VVIP,5,23,33.0,54,23,994379
CUST_0455,남성,신용카드,서울,Silver,3,18,22.8,53,15,431964
CUST_0456,기타,휴대폰결제,경기,Bronze,4,22,11.2,62,41,619388
CUST_0457,여성,신용카드,광주,VVIP,3,23,23.8,36,37,974129
CUST_0458,남성,계좌이체,서울,VIP,4,9,21.9,41,26,454051
CUST_0459,여성,계좌이체,광주,VVIP,2,18,26.4,20,27,234098
CUST_0460,여성,휴대폰결제,광주,VIP,3,2,23.4,33,14,978369
CUST_0461,여성,휴대폰결제,서울,Silver,5,23,19.3,57,7,257804
CUST_0462,여성,간편결제,광주,VIP,1,11,13.9,24,27,841875
CUST_0463,남성,계좌이체,경기,Gold,2,3,19.0,49,24,828673
CUST_0464,기타,계좌이체,부산,Bronze,3,1,15.7,41,36,330962
CUST_0465,남성,신용카드,광주,VIP,4,16,17.1,24,45,510061
CUST_0466,여성,휴대폰결제,경기,Gold,1,18,22.9,54,39,470629
CUST_0467,기타,신용카드,부산,Bronze,5,5,28.3,36,3,278458
CUST_0468,기타,휴대폰결제,광주,Gold,3,13,22.0,66,9,306878
CUST_0469,여성,계좌이체,부산,VVIP,4,12,14.0,52,17,26329
CUST_0470,여성,간편결제,부산,VVIP,3,14,22.2,45,28,469085
CUST_0471,여성,휴대폰결제,서울,VIP,3,7,26.0,36,41,622294
CUST_0472,여성,휴대폰결제,광주,Bronze,1,17,17.0,53,8,396122
CUST_0473,기타,계좌이체,광주,VIP,5,19,19.3,61,29,604237
CUST_0474,기타,간편결제,광주,VIP,5,19,20.1,59,39,675666
CUST_0475,기타,간편결제,경기,Bronze,3,8,16.1,43,26,69568
CUST_0476,남성,신용카드,부산,Silver,3,12,23.2,55,13,213390
CUST_0477,남성,계좌이체,서울,Bronze,1,8,19.4,65,31,659508
CUST_0478,기타,신용카드,서울,VVIP,3,14,22.1,66,8,498032
CUST_0479,남성,휴대폰결제,부산,VIP,1,6,15.6,52,50,489175
CUST_0480,기타,계좌이체,경기,VIP,3,9,17.8,31,30,828826
CUST_0481,남성,간편결제,대구,Gold,4,20,23.6,51,24,156074
CUST_0482,기타,간편결제,부산,Silver,2,3,18.1,44,49,11608
CUST_0483,여성,신용카드,부산,Silver,1,15,28.6,27,28,797334
CUST_0484,기타,휴대폰결제,대구,VIP,5,6,18.0,32,33,758283
CUST_0485,남성,휴대폰결제,대구,VIP,3,1,21.1,45,17,70196
CUST_0486,기타,휴대폰결제,대구,Gold,5,0,24.7,23,2,352632
CUST_0487,여성,간편결제,대구,VVIP,5,15,12.9,64,16,358292
CUST_0488,기타,간편결제,부산,Gold,4,4,11.2,68,4,839009
CUST_0489,남성,휴대폰결제,대구,Bronze,2,4,12.4,41,7,121061
CUST_0490,기타,간편결제,대구,VIP,3,15,26.3,35,6,748556
CUST_0491,여성,휴대폰결제,서울,VVIP,4,9,17.2,57,3,276379
CUST_0492,여성,휴대폰결제,경기,VVIP,5,11,32.8,60,8,12534
CUST_0493,여성,신용카드,서울,VIP,4,17,17.2,54,9,626398
CUST_0494,기타,휴대폰결제,서울,Bronze,5,10,20.9,54,26,634572
CUST_0495,남성,간편결제,대구,VVIP,4,12,27.7,42,50,933382
CUST_0496,여성,계좌이체,광주,Silver,3,3,30.0,59,5,734028
CUST_0497,남성,휴대폰결제,부산,VVIP,1,22,30.3,62,44,993103
CUST_0498,여성,신용카드,광주,VVIP,2,8,26.0,34,36,312529
CUST_0499,여성,간편결제,대구,Gold,1,5,25.1,42,34,307639
CUST_0500,기타,계좌이체,서울,VVIP,4,13,23.0,44,7,327159
CUST_0501,여성,간편결제,대구,Silver,4,21,23.9,19,49,939072
CUST_0502,기타,계좌이체,대구,Gold,1,15,17.2,53,6,210496
CUST_0503,기타,계좌이체,광주,Gold,5,10,15.9,48,3,403222
CUST_0504,여성,계좌이체,서울,Gold,4,10,20.0,21,29,108278
CUST_0505,남성,휴대폰결제,서울,Silver,2,0,19.1,54,10,343013
CUST_0506,여성,계좌이체,경기,VVIP,1,21,17.7,47,28,316425
CUST_0507,기타,신용카드,부산,Bronze,1,13,23.5,50,30,550508
CUST_0508,여성,계좌이체,경기,Gold,4,2,24.8,45,41,962493
CUST_0509,남성,휴대폰결제,광주,Bronze,4,15,20.4,29,33,664717
CUST_0510,기타,간편결제,서울,Bronze,1,17,27.4,29,47,686853
CUST_0511,남성,신용카드,대구,Silver,5,14,14.3,65,50,409167
CUST_0512,기타,휴대폰결제,서울,Bronze,4,17,19.0,26,31,666035
CUST_0513,기타,계좌이체,광주,Silver,4,20,16.4,45,29,159180
CUST_0514,남성,신용카드,서울,VVIP,1,3,10.7,46,27,923315
CUST_0515,여성,계좌이체,광주,Bronze,4,7,19.6,45,2,354946
CUST_0516,남성,신용카드,부산,Gold,3,20,19.4,70,32,80295
CUST_0517,기타,휴대폰결제,서울,VVIP,5,21,27.6,57,3,554647
CUST_0518,기타,계좌이체,부산,VVIP,2,14,23.2,48,8,494972
CUST_0519,남성,신용카드,부산,Gold,2,4,14.9,22,36,996695
CUST_0520,남성,신용카드,경기,VVIP,1,5,29.3,57,10,262299
CUST_0521,남성,신용카드,서울,Bronze,2,9,26.1,35,32,829352
CUST_0522,기타,휴대폰결제,경기,Gold,5,10,22.9,55,14,615042
CUST_0523,기타,신용카드,부산,VIP,4,23,18.9,30,50,877034
CUST_0524,기타,간편결제,대구,VVIP,5,12,15.2,33,20,229632
CUST_0525,여성,휴대폰결제,광주,VVIP,1,20,18.1,54,10,800589
CUST_0526,기타,계좌이체,경기,VVIP,3,11,25.4,61,34,76088
CUST_0527,여성,휴대폰결제,서울,VVIP,1,22,29.4,54,15,846556
CUST_0528,여성,계좌이체,대구,VIP,5,22,27.7,65,50,885568
CUST_0529,여성,계좌이체,광주,Silver,2,13,17.6,52,32,28704
CUST_0530,여성,간편결제,광주,Bronze,5,13,14.4,44,40,127448
CUST_0531,기타,간편결제,서울,Gold,5,16,20.7,23,32,428492
CUST_0532,여성,계좌이체,대구,Bronze,3,1,11.2,52,33,646917
CUST_0533,남성,신용카드,경기,Gold,4,23,21.6,63,18,207320
CUST_0534,남성,계좌이체,광주,Bronze,4,7,19.3,41,6,378014
CUST_0535,여성,계좌이체,광주,Gold,1,9,17.7,25,7,357774
CUST_0536,남성,계좌이체,서울,VVIP,1,21,12.0,42,50,106484
CUST_0537,남성,신용카드,대구,Silver,5,14,22.6,32,16,639647
CUST_0538,여성,계좌이체,서울,Gold,1,6,17.3,57,27,497721
CUST_0539,여성,간편결제,서울,Bronze,1,6,14.2,31,24,895278
CUST_0540,남성,휴대폰결제,광주,Bronze,2,19,5.6,48,25,71382
CUST_0541,기타,신용카드,광주,Gold,1,3,19.9,32,16,508278
CUST_0542,남성,휴대폰결제,경기,Silver,3,17,28.9,56,1,17338
CUST_0543,여성,간편결제,광주,Bronze,4,5,28.3,21,31,110558
CUST_0544,기타,간편결제,대구,VVIP,2,20,17.7,64,5,311611
CUST_0545,남성,신용카드,대구,Bronze,4,16,17.0,49,18,619645
CUST_0546,여성,휴대폰결제,부산,Silver,3,3,22.3,27,38,597356
CUST_0547,기타,휴대폰결제,광주,Silver,1,4,15.0,46,20,444429
CUST_0548,남성,신용카드,서울,Silver,2,17,21.5,37,50,308959
CUST_0549,여성,간편결제,서울,Silver,1,17,23.8,64,45,718791
CUST_0550,여성,휴대폰결제,대구,Silver,4,19,26.1,49,36,590643
CUST_0551,남성,간편결제,부산,Bronze,3,18,19.5,35,8,87065
CUST_0552,기타,신용카드,대구,Gold,4,7,19.0,36,15,260057
CUST_0553,여성,간편결제,광주,VVIP,1,2,15.6,20,50,841321
CUST_0554,여성,휴대폰결제,대구,Silver,5,12,15.9,32,22,586234
CUST_0555,여성,휴대폰결제,서울,Bronze,5,3,18.9,68,4,518186
CUST_0556,기타,계좌이체,광주,Gold,2,8,21.8,56,20,425787
CUST_0557,여성,휴대폰결제,경기,Gold,4,14,24.6,54,23,785836
CUST_0558,여성,신용카드,경기,VIP,1,13,16.0,41,13,877059
CUST_0559,남성,계좌이체,경기,VVIP,2,15,27.5,65,2,388140
CUST_0560,남성,신용카드,부산,Silver,4,11,18.6,60,7,525705
CUST_0561,남성,휴대폰결제,부산,Bronze,5,2,19.9,32,17,142265
CUST_0562,기타,신용카드,대구,Gold,5,13,16.3,34,35,827468
CUST_0563,남성,신용카드,부산,Bronze,3,1,7.9,45,30,830381
CUST_0564,남성,휴대폰결제,대구,VVIP,3,13,24.4,47,22,584434
CUST_0565,여성,간편결제,서울,Silver,3,8,23.7,20,4,929866
CUST_0566,남성,휴대폰결제,경기,VVIP,4,5,18.6,39,37,121177
CUST_0567,여성,간편결제,서울,VIP,4,5,20.3,65,39,419641
CUST_0568,여성,신용카드,부산,Gold,3,2,22.6,42,27,11585
CUST_0569,여성,신용카드,서울,Silver,4,9,12.2,24,32,200560
CUST_0570,여성,신용카드,대구,Silver,3,21,17.4,69,12,655890
CUST_0571,여성,계좌이체,부산,Gold,1,2,24.0,37,25,381310
CUST_0572,기타,휴대폰결제,부산,VIP,5,17,13.7,37,31,268001
CUST_0573,남성,계좌이체,광주,VIP,4,3,21.5,45,2,337967
CUST_0574,기타,신용카드,광주,Gold,2,18,13.2,51,50,937401
CUST_0575,기타,신용카드,부산,Bronze,1,16,22.3,29,29,432952
CUST_0576,남성,간편결제,서울,VVIP,2,20,19.8,23,23,360516
CUST_0577,남성,계좌이체,광주,Bronze,1,22,11.9,50,46,168987
CUST_0578,남성,휴대폰결제,광주,Silver,3,22,25.8,32,17,414908
CUST_0579,여성,휴대폰결제,부산,Silver,3,6,16.3,22,19,930741
CUST_0580,남성,간편결제,서울,VVIP,5,8,15.9,32,9,758136
CUST_0581,여성,휴대폰결제,대구,VVIP,4,6,21.0,60,26,935880
CUST_0582,기타,계좌이체,광주,Silver,3,3,25.7,66,24,466436
CUST_0583,기타,신용카드,광주,Gold,2,2,14.9,34,27,274452
CUST_0584,남성,계좌이체,대구,Silver,5,16,20.3,19,26,23286
CUST_0585,여성,간편결제,서울,Gold,5,0,22.1,70,31,550125
CUST_0586,여성,간편결제,서울,VIP,1,12,23.5,47,11,637353
CUST_0587,남성,휴대폰결제,경기,Silver,5,0,20.9,19,47,718045
CUST_0588,기타,신용카드,서울,Bronze,5,14,18.2,48,33,16194
CUST_0589,기타,신용카드,서울,Silver,5,13,15.9,40,13,896661
CUST_0590,남성,신용카드,경기,Bronze,5,23,20.4,46,12,535549
CUST_0591,기타,계좌이체,경기,VVIP,3,16,14.6,59,7,584086
CUST_0592,여성,계좌이체,대구,Gold,3,7,5.4,56,17,510987
CUST_0593,남성,신용카드,서울,VIP,5,2,22.2,66,25,433868
CUST_0594,남성,휴대폰결제,부산,VIP,5,2,24.5,19,27,956415
CUST_0595,여성,휴대폰결제,대구,VIP,1,18,8.2,26,2,656342
CUST_0596,기타,휴대폰결제,경기,Gold,3,16,15.0,67,35,458918
CUST_0597,기타,휴대폰결제,부산,Bronze,3,2,23.1,21,18,861754
CUST_0598,남성,계좌이체,경기,Silver,3,5,30.3,36,18,209914
CUST_0599,기타,계좌이체,경기,Gold,1,19,20.1,54,48,148337
CUST_0600,기타,휴대폰결제,대구,Silver,4,6,16.4,24,38,37196
CUST_0601,여성,계좌이체,경기,Silver,4,9,19.1,69,43,883993
CUST_0602,남성,휴대폰결제,부산,Gold,2,12,26.9,61,17,536042
CUST_0603,기타,휴대폰결제,경기,Gold,2,12,16.8,45,16,157391
CUST_0604,남성,신용카드,부산,Gold,2,4,16.0,36,20,747404
CUST_0605,기타,휴대폰결제,광주,VVIP,1,17,17.6,23,5,927534
CUST_0606,여성,계좌이체,경기,Gold,1,17,15.2,69,39,288598
CUST_0607,남성,간편결제,서울,VIP,5,23,20.6,25,25,656918
CUST_0608,여성,신용카드,서울,VVIP,1,12,28.1,42,38,937081
CUST_0609,여성,휴대폰결제,광주,Silver,1,11,21.6,26,12,755059
CUST_0610,기타,계좌이체,광주,VIP,3,17,18.7,35,14,318242
CUST_0611,여성,신용카드,부산,Gold,1,12,18.5,21,32,540745
CUST_0612,남성,간편결제,서울,Bronze,2,9,12.2,22,2,541851
CUST_0613,남성,간편결제,서울,Bronze,5,5,24.4,48,44,661779
CUST_0614,여성,휴대폰결제,서울,Gold,1,12,19.6,62,49,747333
CUST_0615,여성,계좌이체,서울,Gold,4,6,19.1,27,30,578029
CUST_0616,남성,신용카드,경기,VIP,5,11,36.0,50,8,889745
CUST_0617,여성,간편결제,대구,VIP,5,19,21.5,28,39,125243
CUST_0618,여성,신용카드,경기,Bronze,1,6,16.2,67,48,80751
CUST_0619,남성,계좌이체,경기,Bronze,2,16,17.9,40,29,764425
CUST_0620,남성,계좌이체,서울,Silver,2,14,25.7,46,7,271392
CUST_0621,기타,계좌이체,광주,VVIP,3,0,20.6,66,17,721872
CUST_0622,여성,신용카드,대구,VIP,1,13,12.8,37,36,388078
CUST_0623,남성,휴대폰결제,경기,VVIP,4,14,24.6,21,4,90468
CUST_0624,남성,휴대폰결제,부산,VIP,3,7,16.7,21,6,618744
CUST_0625,여성,간편결제,광주,Gold,5,7,29.4,65,41,888377
CUST_0626,기타,계좌이체,부산,Bronze,2,2,25.4,60,31,983064
CUST_0627,남성,신용카드,부산,Silver,2,22,17.8,68,9,809937
CUST_0628,남성,휴대폰결제,부산,VIP,4,23,26.4,20,33,513424
CUST_0629,기타,신용카드,서울,VIP,3,14,20.3,60,48,833326
CUST_0630,남성,휴대폰결제,대구,Gold,5,22,24.3,21,5,602497
CUST_0631,여성,계좌이체,경기,Bronze,5,7,22.4,31,1,568276
CUST_0632,기타,간편결제,대구,Bronze,5,8,15.8,25,24,722306
CUST_0633,기타,휴대폰결제,대구,VIP,4,3,16.8,24,4,568638
CUST_0634,남성,신용카드,경기,Bronze,1,18,25.1,41,24,177996
CUST_0635,기타,신용카드,대구,Gold,4,23,18.3,30,46,524864
CUST_0636,여성,신용카드,광주,VIP,4,9,18.0,48,35,644380
CUST_0637,기타,신용카드,광주,Gold,1,16,15.2,19,30,774944
CUST_0638,여성,계좌이체,대구,Bronze,3,2,22.1,42,43,337500
CUST_0639,기타,간편결제,대구,VIP,3,14,30.3,38,7,401498
CUST_0640,기타,휴대폰결제,대구,VIP,1,19,14.7,28,10,178294
CUST_0641,남성,휴대폰결제,경기,Bronze,5,9,20.1,59,48,972326
CUST_0642,기타,계좌이체,대구,Bronze,2,20,27.1,28,48,539237
CUST_0643,남성,간편결제,부산,Bronze,5,7,19.6,68,13,34583
CUST_0644,남성,계좌이체,부산,VIP,5,12,22.3,49,28,872139
CUST_0645,기타,휴대폰결제,서울,Bronze,1,23,14.7,42,21,434054
CUST_0646,남성,휴대폰결제,경기,Silver,2,14,22.1,20,4,582643
CUST_0647,기타,계좌이체,광주,VIP,1,6,19.1,42,32,856630
CUST_0648,여성,신용카드,부산,VIP,3,10,24.9,44,37,103568
CUST_0649,여성,계좌이체,서울,VVIP,3,14,25.9,64,23,641721
CUST_0650,여성,휴대폰결제,광주,VVIP,2,23,32.9,56,31,134788
CUST_0651,기타,간편결제,광주,Silver,3,7,22.9,40,21,196609
CUST_0652,여성,신용카드,대구,VVIP,5,9,21.6,41,34,698397
CUST_0653,기타,간편결제,광주,VVIP,2,19,21.0,26,36,342665
CUST_0654,남성,휴대폰결제,광주,Bronze,3,5,18.2,19,17,797968
CUST_0655,기타,휴대폰결제,부산,Gold,5,3,21.7,58,16,465936
CUST_0656,기타,신용카드,서울,Gold,3,22,18.5,49,41,19568
CUST_0657,남성,휴대폰결제,서울,Gold,4,16,20.8,22,45,95157
CUST_0658,여성,신용카드,서울,Silver,5,0,26.6,50,28,249025
CUST_0659,여성,신용카드,부산,Bronze,1,5,15.0,67,16,214578
CUST_0660,남성,간편결제,부산,VIP,5,10,25.7,63,16,654540
CUST_0661,남성,신용카드,대구,Silver,3,10,26.6,31,6,645924
CUST_0662,남성,신용카드,서울,VVIP,4,21,19.4,52,43,600974
CUST_0663,남성,계좌이체,광주,Gold,3,3,9.4,25,12,311794
CUST_0664,남성,계좌이체,경기,VIP,1,20,17.0,53,41,896730
CUST_0665,남성,간편결제,부산,Gold,3,3,26.5,41,6,631689
CUST_0666,기타,간편결제,부산,VVIP,4,16,19.9,62,46,618204
CUST_0667,남성,계좌이체,경기,Gold,5,15,15.0,59,29,805387
CUST_0668,남성,휴대폰결제,광주,Silver,3,11,17.5,22,37,156673
CUST_0669,남성,간편결제,경기,Silver,3,20,24.2,48,32,729607
CUST_0670,여성,신용카드,서울,Bronze,1,22,22.7,25,12,903206
CUST_0671,여성,신용카드,경기,Silver,5,0,18.8,33,6,37045
CUST_0672,여성,계좌이체,광주,Silver,4,8,18.2,50,35,562070
CUST_0673,남성,휴대폰결제,대구,VIP,1,17,18.0,25,23,508411
CUST_0674,남성,계좌이체,부산,VVIP,3,16,15.4,38,6,308445
CUST_0675,여성,휴대폰결제,대구,Bronze,2,8,28.1,70,23,443271
CUST_0676,여성,휴대폰결제,대구,VVIP,4,14,18.4,70,10,274738
CUST_0677,남성,계좌이체,부산,VVIP,3,7,26.1,63,21,578451
CUST_0678,여성,신용카드,경기,Bronze,3,15,27.6,61,33,546497
CUST_0679,기타,휴대폰결제,광주,VIP,2,6,25.0,51,49,491885
CUST_0680,남성,간편결제,서울,VIP,4,15,17.8,33,40,228568
CUST_0681,남성,계좌이체,광주,Gold,3,14,22.0,58,5,877891
CUST_0682,기타,계좌이체,대구,VIP,2,7,19.9,65,31,731606
